formula,bulk_modulus_voigt,bulk_modulus_reuss,bulk_modulus_vrh,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
CrN,359.813,354.533,357.173,Cr1 N1,7.0,24.0,17.0,15.5,8.5,7.0,49.0,82.0,33.0,65.5,16.5,49.0,14.0067,51.9961,37.989399999999996,33.0014,18.994699999999998,14.0067,63.05,2180.0,2116.95,1121.525,1058.475,63.05,6.0,15.0,9.0,10.5,4.5,6.0,2.0,4.0,2.0,3.0,1.0,2.0,71.0,139.0,68.0,105.0,34.0,71.0,1.66,3.04,1.3800000000000001,2.35,0.6900000000000001,1.66,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.5,0.5,5.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.5,1.5,3.0,11.19,14.76875,3.578750000000001,12.979375000000001,1.7893750000000006,11.19,0.0,6.437,6.437,3.2185,3.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
Sc5Ga3,71.66,69.169,70.414,Sc5 Ga3,21.0,31.0,10.0,24.75,4.6875,21.0,11.0,74.0,63.0,34.625,29.53125,11.0,44.955912,69.723,24.767088,54.24357,11.6095725,44.955912,302.91,1814.0,1511.09,1247.34125,708.3234375,1814.0,3.0,13.0,10.0,6.75,4.6875,3.0,4.0,4.0,0.0,4.0,0.0,4.0,122.0,170.0,48.0,152.0,22.5,170.0,1.36,1.81,0.44999999999999996,1.52875,0.21093749999999997,1.36,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.375,0.46875,0.0,1.0,10.0,9.0,4.375,4.21875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,10.0,6.75,4.6875,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.875,2.34375,0.0,0.0,9.0,9.0,5.625,4.21875,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,7.5,1.875,9.0,18.8575,22.235,3.3774999999999977,20.9684375,1.583203124999999,22.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,3.96875e-06,2.9765625000000004e-06,6.35e-06,64.0,194.0,130.0,145.25,60.9375,194.0
Sc5Sn3,73.012,71.537,72.275,Sc5 Sn3,21.0,50.0,29.0,31.875,13.59375,21.0,11.0,80.0,69.0,36.875,32.34375,11.0,44.955912,118.71,73.754088,72.613695,34.57222875,44.955912,505.08,1814.0,1308.92,1323.155,613.5562500000001,1814.0,3.0,14.0,11.0,7.125,5.15625,3.0,4.0,5.0,1.0,4.375,0.46875,4.0,139.0,170.0,31.0,158.375,14.53125,170.0,1.36,1.96,0.5999999999999999,1.585,0.2812499999999999,1.36,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.75,0.9375,0.0,1.0,10.0,9.0,4.375,4.21875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,11.0,7.125,5.15625,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5,1.875,0.0,0.0,9.0,9.0,5.625,4.21875,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,7.125,2.34375,9.0,22.235,33.285,11.049999999999997,26.378749999999997,5.179687499999998,22.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,3.96875e-06,2.9765625000000004e-06,6.35e-06,141.0,194.0,53.0,174.125,24.84375,194.0
Y5Ge3,71.274,68.827,70.05,Y5 Ge3,32.0,39.0,7.0,36.375,3.28125,39.0,12.0,79.0,67.0,37.125,31.40625,12.0,72.64,88.90585,16.26585,82.80615625,7.6246171875,88.90585,1211.4,1799.0,587.5999999999999,1578.65,275.43749999999994,1799.0,3.0,14.0,11.0,7.125,5.15625,3.0,4.0,5.0,1.0,4.625,0.46875,5.0,120.0,190.0,70.0,163.75,32.8125,190.0,1.22,2.01,0.7899999999999998,1.5162499999999999,0.37031249999999993,1.22,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.75,0.9375,0.0,1.0,10.0,9.0,4.375,4.21875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,11.0,7.125,5.15625,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5,1.875,0.0,0.0,9.0,9.0,5.625,4.21875,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,7.125,2.34375,9.0,23.005,32.365,9.360000000000003,28.855000000000004,4.387500000000001,32.365,0.0,0.383,0.383,0.143625,0.17953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,205.625,14.53125,194.0
Tb5Si3,73.311,81.727,77.519,Tb5 Si3,14.0,65.0,51.0,45.875,23.90625,65.0,29.0,78.0,49.0,47.375,22.96875,29.0,28.0855,158.92535,130.83985,109.86040625,61.331179687500004,158.92535,1629.0,1687.0,58.0,1650.75,27.1875,1629.0,3.0,14.0,11.0,7.125,5.15625,3.0,3.0,6.0,3.0,4.875,1.40625,6.0,111.0,194.0,83.0,162.875,38.90625,194.0,1.21,1.9,0.69,1.46875,0.3234375,1.21,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.75,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,5.625,4.21875,9.0,4.0,11.0,7.0,8.375,3.28125,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.125,2.34375,5.0,4.0,5.0,1.0,4.625,0.46875,5.0,20.44,31.7366666667,11.296666666699998,27.5004166666875,5.2953125000156245,31.7366666667,0.0,0.773,0.773,0.289875,0.36234374999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,206.375,15.46875,194.0
Ti5Sn3,107.06,106.168,106.614,Ti5 Sn3,22.0,50.0,28.0,32.5,13.125,22.0,43.0,80.0,37.0,56.875,17.34375,43.0,47.867,118.71,70.84299999999999,74.43312499999999,33.20765625,47.867,505.08,1941.0,1435.92,1402.53,673.0875000000001,1941.0,4.0,14.0,10.0,7.75,4.6875,4.0,4.0,5.0,1.0,4.375,0.46875,4.0,139.0,160.0,21.0,152.125,9.84375,160.0,1.54,1.96,0.41999999999999993,1.6975,0.19687499999999997,1.54,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.75,0.9375,0.0,2.0,10.0,8.0,5.0,3.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,7.75,4.6875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5,1.875,0.0,0.0,8.0,8.0,5.0,3.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.5,1.875,8.0,16.69,33.285,16.594999999999995,22.913125,7.778906249999999,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,1.4083333333312501e-05,1.0562499999984377e-05,2.25333333333e-05,141.0,194.0,53.0,174.125,24.84375,194.0
Ti5Si3,140.588,138.995,139.791,Ti5 Si3,14.0,22.0,8.0,19.0,3.75,22.0,43.0,78.0,35.0,56.125,16.40625,43.0,28.0855,47.867,19.781499999999998,40.4489375,9.272578124999999,47.867,1687.0,1941.0,254.0,1845.75,119.0625,1941.0,4.0,14.0,10.0,7.75,4.6875,4.0,3.0,4.0,1.0,3.625,0.46875,4.0,111.0,160.0,49.0,141.625,22.96875,160.0,1.54,1.9,0.3599999999999999,1.6749999999999998,0.1687499999999999,1.54,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.75,0.9375,0.0,0.0,2.0,2.0,1.25,0.9375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5,1.875,0.0,0.0,8.0,8.0,5.0,3.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.5,1.875,8.0,16.69,20.44,3.75,18.09625,1.7578125,16.69,0.0,0.773,0.773,0.289875,0.36234374999999996,0.0,0.0,2.25333333333e-05,2.25333333333e-05,1.4083333333312501e-05,1.0562499999984377e-05,2.25333333333e-05,194.0,227.0,33.0,206.375,15.46875,194.0
Hf5Sn3,114.117,113.634,113.876,Hf5 Sn3,50.0,72.0,22.0,63.75,10.3125,72.0,45.0,80.0,35.0,58.125,16.40625,45.0,118.71,178.49,59.780000000000015,156.0725,28.02187500000001,178.49,505.08,2506.0,2000.92,1755.655,937.9312500000001,2506.0,4.0,14.0,10.0,7.75,4.6875,4.0,5.0,6.0,1.0,5.625,0.46875,6.0,139.0,175.0,36.0,161.5,16.875,175.0,1.3,1.96,0.6599999999999999,1.5474999999999999,0.30937499999999996,1.3,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.75,0.9375,0.0,2.0,10.0,8.0,5.0,3.75,2.0,0.0,14.0,14.0,8.75,6.5625,14.0,14.0,18.0,4.0,16.5,1.875,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5,1.875,0.0,0.0,8.0,8.0,5.0,3.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.5,1.875,8.0,22.2,33.285,11.084999999999997,26.356875,5.196093749999999,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,194.0,53.0,174.125,24.84375,194.0
ZrCl3,8.478,1.278,4.878,Zr1 Cl3,17.0,40.0,23.0,22.75,8.625,17.0,44.0,94.0,50.0,81.5,18.75,94.0,35.453,91.224,55.771,49.39575000000001,20.914125000000002,35.453,171.6,2128.0,1956.4,660.7,733.6500000000001,171.6,4.0,17.0,13.0,13.75,4.875,17.0,3.0,5.0,2.0,3.5,0.75,3.0,102.0,175.0,73.0,120.25,27.375,102.0,1.33,3.16,1.83,2.7025,0.68625,3.16,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.25,1.125,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,8.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.75,2.625,1.0,23.195,24.4975,1.3024999999999984,24.171875,0.48843749999999897,24.4975,0.0,2.493,2.493,1.8697499999999998,0.934875,2.493,0.0,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,96.5,48.75,64.0
TiI3,3.0,1.074,2.037,Ti1 I3,22.0,53.0,31.0,45.25,11.625,53.0,43.0,96.0,53.0,82.75,19.875,96.0,47.867,126.90447,79.03747000000001,107.14510250000001,29.63905125,126.90447,386.85,1941.0,1554.15,775.3875,582.8062500000001,386.85,4.0,17.0,13.0,13.75,4.875,17.0,4.0,5.0,1.0,4.75,0.375,5.0,139.0,160.0,21.0,144.25,7.875,139.0,1.54,2.66,1.12,2.38,0.42000000000000015,2.66,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.75,1.875,5.0,2.0,10.0,8.0,8.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,13.0,13.75,4.875,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,8.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.75,2.625,1.0,16.69,43.015,26.325,36.43375,9.871875,43.015,0.0,1.062,1.062,0.7965,0.39825000000000005,1.062,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,64.0,194.0,130.0,96.5,48.75,64.0
ZrBr3,7.722,2.897,5.309,Zr1 Br3,35.0,40.0,5.0,36.25,1.875,35.0,44.0,95.0,51.0,82.25,19.125,95.0,79.904,91.224,11.320000000000007,82.734,4.245000000000001,79.904,265.8,2128.0,1862.2,731.35,698.325,265.8,4.0,17.0,13.0,13.75,4.875,17.0,4.0,5.0,1.0,4.25,0.375,4.0,120.0,175.0,55.0,133.75,20.625,120.0,1.33,2.96,1.63,2.5524999999999998,0.6112500000000001,2.96,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.75,1.875,5.0,2.0,10.0,8.0,8.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,13.0,13.75,4.875,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,8.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.75,2.625,1.0,23.195,29.48,6.285,27.908749999999998,2.3568750000000014,29.48,0.0,1.457,1.457,1.09275,0.546375,1.457,0.0,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,96.5,48.75,64.0
ZrI3,6.01,1.715,3.862,Zr1 I3,40.0,53.0,13.0,49.75,4.875,53.0,44.0,96.0,52.0,83.0,19.5,96.0,91.224,126.90447,35.68047,117.9843525,13.380176250000002,126.90447,386.85,2128.0,1741.15,822.1375,652.9312500000001,386.85,4.0,17.0,13.0,13.75,4.875,17.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,175.0,36.0,148.0,13.5,139.0,1.33,2.66,1.33,2.3275,0.49875,2.66,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.75,1.875,5.0,2.0,10.0,8.0,8.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,13.0,13.75,4.875,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,8.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.75,2.625,1.0,23.195,43.015,19.82,38.06,7.432499999999999,43.015,0.0,1.062,1.062,0.7965,0.39825000000000005,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,96.5,48.75,64.0
Hf5Al3,112.605,111.147,111.876,Hf5 Al3,13.0,72.0,59.0,49.875,27.65625,72.0,45.0,73.0,28.0,55.5,13.125,45.0,26.9815386,178.49,151.50846140000002,121.67432697500001,71.01959128125,178.49,933.47,2506.0,1572.53,1916.30125,737.1234374999999,2506.0,4.0,13.0,9.0,7.375,4.21875,4.0,3.0,6.0,3.0,4.875,1.40625,6.0,121.0,175.0,54.0,154.75,25.3125,175.0,1.3,1.61,0.31000000000000005,1.41625,0.1453125,1.3,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,2.0,2.0,1.25,0.9375,2.0,0.0,14.0,14.0,8.75,6.5625,14.0,3.0,18.0,15.0,12.375,7.03125,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.875,2.34375,0.0,0.0,8.0,8.0,5.0,3.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.875,1.40625,8.0,16.48,22.2,5.719999999999999,20.055,2.6812499999999995,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,205.625,14.53125,194.0
Zr5Sb3,105.177,108.291,106.734,Zr5 Sb3,40.0,51.0,11.0,44.125,5.15625,40.0,44.0,85.0,41.0,59.375,19.21875,44.0,91.224,121.76,30.536,102.67500000000001,14.313750000000002,91.224,903.78,2128.0,1224.22,1668.9175,573.8531250000001,2128.0,4.0,15.0,11.0,8.125,5.15625,4.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,175.0,36.0,161.5,16.875,175.0,1.33,2.05,0.7199999999999998,1.6,0.3374999999999999,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.125,1.40625,0.0,2.0,10.0,8.0,5.0,3.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,8.125,5.15625,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.125,1.40625,0.0,0.0,8.0,8.0,5.0,3.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.125,2.34375,8.0,23.195,31.56,8.364999999999998,26.331874999999997,3.9210937499999985,23.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,183.5,13.125,194.0
Ta5Ga3,175.076,179.253,177.165,Ta5 Ga3,31.0,73.0,42.0,57.25,19.6875,73.0,48.0,74.0,26.0,57.75,12.1875,48.0,69.723,180.94788,111.22488,139.23854999999998,52.13666250000001,180.94788,302.91,3290.0,2987.09,2169.84125,1400.1984375000002,3290.0,5.0,13.0,8.0,8.0,3.75,5.0,4.0,6.0,2.0,5.25,0.9375,6.0,122.0,170.0,48.0,152.0,22.5,170.0,1.5,1.81,0.31000000000000005,1.61625,0.1453125,1.5,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.375,0.46875,0.0,3.0,10.0,7.0,5.625,3.28125,3.0,0.0,14.0,14.0,8.75,6.5625,14.0,13.0,19.0,6.0,16.75,2.8125,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.875,2.34375,0.0,0.0,7.0,7.0,4.375,3.28125,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,6.25,0.9375,7.0,18.12,18.8575,0.7375000000000007,18.3965625,0.34570312500000044,18.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,167.125,77.34375,229.0
Fe5Si3,178.398,173.265,175.831,Fe5 Si3,14.0,26.0,12.0,21.5,5.625,26.0,55.0,78.0,23.0,63.625,10.78125,55.0,28.0855,55.845,27.7595,45.435187500000005,13.012265624999998,55.845,1687.0,1811.0,124.0,1764.5,58.125,1811.0,8.0,14.0,6.0,10.25,2.8125,8.0,3.0,4.0,1.0,3.625,0.46875,4.0,111.0,132.0,21.0,124.125,9.84375,132.0,1.83,1.9,0.06999999999999984,1.85625,0.03281249999999991,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.75,0.9375,0.0,0.0,6.0,6.0,3.75,2.8125,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.5,1.875,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5,1.875,0.0,0.0,4.0,4.0,2.5,1.875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,10.73,20.44,9.71,14.371250000000002,4.5515625,10.73,0.0,0.773,0.773,0.289875,0.36234374999999996,0.0,0.0,2.1106628,2.1106628,1.31916425,0.9893731875,2.1106628,227.0,229.0,2.0,228.25,0.9375,229.0
Nd5Sn3,54.886,53.059,53.972,Nd5 Sn3,50.0,60.0,10.0,56.25,4.6875,60.0,19.0,80.0,61.0,41.875,28.59375,19.0,118.71,144.242,25.531999999999996,134.6675,11.968124999999999,144.242,505.08,1294.0,788.9200000000001,998.155,369.80625,1294.0,3.0,14.0,11.0,7.125,5.15625,3.0,5.0,6.0,1.0,5.625,0.46875,6.0,139.0,201.0,62.0,177.75,29.0625,201.0,1.14,1.96,0.8200000000000001,1.4474999999999998,0.384375,1.14,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.75,0.9375,0.0,0.0,10.0,10.0,3.75,4.6875,0.0,0.0,4.0,4.0,2.5,1.875,4.0,6.0,14.0,8.0,9.0,3.75,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,6.25,4.6875,10.0,4.0,10.0,6.0,7.75,2.8125,10.0,33.285,34.81,1.5250000000000057,34.238125,0.7148437500000036,34.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,194.0,53.0,174.125,24.84375,194.0
Hf5Sn4,111.118,111.117,111.118,Hf5 Sn4,50.0,72.0,22.0,62.22222222222222,10.864197530864196,72.0,45.0,80.0,35.0,60.55555555555556,17.28395061728395,45.0,118.71,178.49,59.780000000000015,151.92111111111112,29.520987654320997,178.49,505.08,2506.0,2000.92,1616.7022222222222,988.1086419753087,2506.0,4.0,14.0,10.0,8.444444444444445,4.938271604938271,4.0,5.0,6.0,1.0,5.555555555555555,0.4938271604938272,6.0,139.0,175.0,36.0,159.0,17.77777777777778,175.0,1.3,1.96,0.6599999999999999,1.5933333333333333,0.32592592592592584,1.3,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.8888888888888888,0.9876543209876544,0.0,2.0,10.0,8.0,5.555555555555555,3.9506172839506175,2.0,0.0,14.0,14.0,7.777777777777778,6.91358024691358,14.0,14.0,18.0,4.0,16.22222222222222,1.9753086419753088,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.7777777777777777,1.9753086419753088,0.0,0.0,8.0,8.0,4.444444444444445,3.9506172839506175,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.222222222222222,1.9753086419753088,8.0,22.2,33.285,11.084999999999997,27.126666666666665,5.474074074074072,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,194.0,53.0,170.44444444444446,26.17283950617284,194.0
Zr5Sn4,104.184,104.133,104.158,Zr5 Sn4,40.0,50.0,10.0,44.44444444444444,4.938271604938271,40.0,44.0,80.0,36.0,60.0,17.77777777777778,44.0,91.224,118.71,27.48599999999999,103.44,13.573333333333329,91.224,505.08,2128.0,1622.92,1406.7022222222222,801.441975308642,2128.0,4.0,14.0,10.0,8.444444444444445,4.938271604938271,4.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,175.0,36.0,159.0,17.77777777777778,175.0,1.33,1.96,0.6299999999999999,1.61,0.3111111111111111,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.8888888888888888,0.9876543209876544,0.0,2.0,10.0,8.0,5.555555555555555,3.9506172839506175,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,8.444444444444445,4.938271604938271,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.7777777777777777,1.9753086419753088,0.0,0.0,8.0,8.0,4.444444444444445,3.9506172839506175,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.222222222222222,1.9753086419753088,8.0,23.195,33.285,10.089999999999996,27.679444444444442,4.982716049382714,23.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,194.0,53.0,170.44444444444446,26.17283950617284,194.0
